genre,lag_profile,lag_7_weight,lag_28_weight,lag_90_weight,seasonal_weight,prediction_scale,validation_wape
502280,long,0.2,0.3,0.5,0.6,0.7926238467457567,0.7725937249227722
567538,long,0.2,0.3,0.5,0.6,0.8145616094554794,0.796288275153136
304080,long,0.2,0.3,0.5,0.6,0.804543025046163,0.7666825088064169
401131,month,0.25,0.55,0.2,0.35,0.9003290942604706,0.7405990019762242
506536,long,0.2,0.3,0.5,0.35,0.6816131996703163,0.7012018973352214
506539,balanced,0.5,0.3,0.2,0.6,0.9641825799421468,1.0328492901641357
564647,month,0.25,0.55,0.2,0.45,0.6612050889115733,0.7242580422520123
200181,balanced,0.5,0.3,0.2,0.25,0.8901765875527186,0.9756544189309279
555003,long,0.2,0.3,0.5,0.6,0.7222865546639616,0.3639492336400478
555421,recent,0.7,0.2,0.1,0.15,0.9475511222630015,0.5372401077683067
564895,month,0.25,0.55,0.2,0.6,0.769292720492716,0.724548633737069
201184,recent,0.7,0.2,0.1,0.15,0.6557217331257378,1.2096142416256999
501098,long,0.2,0.3,0.5,0.6,1.0721068819014277,0.8838652429660101
214104,recent,0.7,0.2,0.1,0.6,0.842468014692153,1.110116037110934
566061,long,0.2,0.3,0.5,0.45,0.8976919818323376,0.5276810797886811
110435,recent,0.7,0.2,0.1,0.0,0.7235861305076594,1.2715550371800373
567623,long,0.2,0.3,0.5,0.6,0.7505826870957291,0.8944604572126716
506012,balanced,0.5,0.3,0.2,0.25,0.9960356873964816,0.5666689290578211
554973,month,0.25,0.55,0.2,0.15,0.9437910470255108,0.4598004638379605
509417,month,0.25,0.55,0.2,0.45,0.8885724218356313,0.7160973121860045
564286,long,0.2,0.3,0.5,0.6,0.7609313920280589,0.7614171572351446
566403,long,0.2,0.3,0.5,0.45,0.8075092503013508,0.7064828432410499
100992,long,0.2,0.3,0.5,0.35,0.9802491248213099,0.48496107579141534
510003,long,0.2,0.3,0.5,0.6,0.9273454743997821,0.6768532387730698
207802,recent,0.7,0.2,0.1,0.25,0.759064969157593,1.046412578007345
214781,long,0.2,0.3,0.5,0.6,0.7243508619339454,0.6290681060633421
507843,long,0.2,0.3,0.5,0.6,0.8996114429124413,0.45710546061574353
567251,month,0.25,0.55,0.2,0.6,0.8964872410195122,0.7226274392047217
101020,month,0.25,0.55,0.2,0.35,0.8845429601218139,0.5792771362433536
563339,long,0.2,0.3,0.5,0.6,0.8517642924681392,0.6075595463045069
563342,long,0.2,0.3,0.5,0.6,0.8838581511136964,0.46577269264007154
567662,long,0.2,0.3,0.5,0.6,0.8147661636919244,0.616988938325936
210022,long,0.2,0.3,0.5,0.6,1.0122155698953146,0.4266146446967551
508599,long,0.2,0.3,0.5,0.6,0.7256984119436033,0.8798172300485682
304763,recent,0.7,0.2,0.1,0.0,0.9373095072829577,0.4091518757460016
201486,month,0.25,0.55,0.2,0.35,0.9393321512098752,0.5290501740268528
567665,long,0.2,0.3,0.5,0.6,1.0034758824978418,0.7564592828303235
567664,long,0.2,0.3,0.5,0.6,0.7933624623925548,0.7958432207101447
110632,long,0.2,0.3,0.5,0.25,0.8460478552542331,0.7086072029075967
511293,long,0.2,0.3,0.5,0.6,0.7987501464966554,0.6543228012995116
558754,long,0.2,0.3,0.5,0.6,1.049372099114698,0.4928746747606011
101384,recent,0.7,0.2,0.1,0.6,1.303176522482288,1.4601891323691687
562641,long,0.2,0.3,0.5,0.35,1.0026436625690927,0.7376726979615722
